id,text,annotation,iteration,ka_mean,ka_lower,ka_upper
10,"In 1994 the UK lost 300,000 working days through strikes, the lowest figure ever recorded in 1979 the figure was 29,500,000: nearly 100 times that figure. BRITAIN RANKS FIFTH IN THE WORLD IN INTERNATIONAL TRADE, AND EXPORTS MORE PER HEAD THAN AMERICA OR JAPAN. Exports account for 28% of GDP as against 9% for Japan, 11 % for USA and 24% for Germany and France. Britain's current account is broadly in balance, reflecting our increased competitiveness and improved trading.",8.0,0,,,
11,"The European Bank for Reconstruction and Development is now based in London. It puts us in the forefront of encouraging investment in the developing markets of Central and Eastern Europe. SERVICE INDUSTRIES MAKE A VITAL CONTRIBUTION TO OUR ECONOMY AND TO OUR BALANCE OF PAYMENTS. Tourism, for example, today employs 1.5 million people, 20% more than in 1980. It is an industry which boasts many famous companies - but it is also driven by the dynamism of many small firms.",7.0,0,,,
12,"We will also examine the interaction of the tax and benefits systems so that they can be streamlined and modernised, so as to fulfil our objectives of promoting work incentives, reducing poverty and welfare dependency, and strengthening community and family life. No risks with inflation. We will match the current target for low and stable inflation of 2.5 per cent or less. WE WILL REFORM THE BANK OF ENGLAND TO ENSURE THAT DECISION-MAKING ON MONETARY POLICY IS MORE EFFECTIVE, OPEN, ACCOUNTABLE AND FREE FROM SHORT-TERM POLITICAL MANIPULATION. Strict rules for government borrowing. We will enforce the 'golden rule' of public spending - over the economic cycle, we will only borrow to invest and not to fund current expenditure. We will ensure that - over the economic cycle - public debt as a proportion of national income is at a stable and prudent level.",8.0,0,,,
13,"Lower taxation coupled with lower inflation makes everyone better off. It encourages people to work harder, to be inventive and to take risks. IT PROMOTES A CLIMATE OF ENTERPRISE AND INITIATIVE. Lower tax on earnings enables people to build up savings to give them financial security in later life. Lower taxation, by increasing take-home pay without adding to industry's costs, improves competitiveness and helps with jobs.",9.0,0,,,
14,"The attorney general's power to appeal unduly lenient sentences will be extended. The prison service now faces serious financial problems. WE WILL AUDIT THE RESOURCES AVAILABLE, TAKE PROPER MINISTERIAL RESPONSIBILITY FOR THE SERVICE, AND SEEK TO ENSURE THAT PRISON REGIMES ARE CONSTRUCTIVE AND REQUIRE INMATES TO FACE UP TO THEIR OFFENDING BEHAVIOUR. Disorder. The Conservatives have forgotten the 'order' part of 'law and order'. We will tackle the unacceptable level of anti-social behaviour and crime on our streets.",8.0,0,,,
15,We will ensure that self-financing commercial organisations within the public sector - the Post Office is a prime example - are given greater commercial freedom to make the most of new opportunities. Backing small business. The number of small employers has declined by half a million since 1990. SUPPORT FOR SMALL BUSINESSES WILL HAVE A MAJOR ROLE IN OUR PLANS FOR ECONOMIC GROWTH. We will cut unnecessary red tape; provide for statutory interest on late payment of debts;,7.0,0,,,
16,"Photo caption: More jobs, more dignity, more wealth Tony Blair with construction workers in North Tyneside. INVESTMENT AND REFORM. PUBLIC SERVICES: INVESTMENT AND REFORM. RENEWAL OF OUR PUBLIC SERVICES IS AT THE CENTRE OF NEW LABOUR'S MANIFESTO. A single aim drives our policy programme: to liberate people's potential, by spreading power, wealth and opportunity more widely, breaking down the barriers that hold people back. But this is only possible on the continued foundation of economic stability: mortgages as low as possible, low inflation and sound public finances.",6.0,0,,,
17,The integrity of our 6 and 12 mile fishing limits is not negotiable. We reject any idea of a single European fishing fleet. WE BELIEVE THAT FISHERMEN SHOULD HAVE MORE SAY IN DECISIONS AFFECTING THEIR INDUSTRY. We will press the European Commission to establish regional committees to give fishermen a direct influence in fishing policy. We will use these committees to develop new ways of managing quotas and regulating fisheries which are more sensitive to the industry's needs.,7.0,0,,,
18,"We will give local authorities the power to improve the co-ordination of local bus services and to reopen closed railway stations, in co-operation with Railtrack. Strengthen the network of rural sub-post offices and village shops. WE WILL ENCOURAGE THE POST OFFICE TO INVEST IN NEW POINT OF SALE TECHNOLOGIES, IN ORDER TO PROVIDE ACCESS, THROUGH SUB-POST OFFICES, TO A WIDE RANGE OF CUSTOMER SERVICES. Where post offices and village shops which are vital to their local community are threatened, we will enable local Councils to support them with up to 100 per cent rate relief. Protect the countryside.",3.0,0,,,
19,"Britain is in the vanguard. Everyone else wants to learn from our vision of a smaller state doing fewer things and doing them better. OLD STYLE PUBLIC SERVICES WERE CENTRALLY PLANNED WITH LITTLE INFORMATION OR CHOICE FOR THE PUBLIC WHO USED THE SERVICE. Our reforms have made these services more responsive to the public by breaking up cumbersome bureaucratic structures and shifting power to small responsive local institutions and the people who work in them. The schools, hospitals and police have all been transformed in this way.",8.0,0,,,
20,"Boards will become more representative of the local communities they serve. A new patients' charter will concentrate on the quality and success of treatment. THE TORIES' SO-CALLED 'EFFICIENCY INDEX' COUNTS THE NUMBER OF PATIENT 'EPISODES', NOT THE QUALITY OR SUCCESS OF TREATMENT. With Labour, the measure will be quality of outcome, itself an incentive for effectiveness. As part of our concern to ensure quality, we will work towards the elimination of mixed-sex wards.",2.0,0,,,
21,"As a party committed to the family and opposed to the over-powerful State, we want people to keep more of what they earn, and to have more freedom of choice about what they do for themselves, their families and for others less fortunate. Governments should trust people to spend their own money sensibly and decently HIGH TAXATION PREVENTS THEM DOING SO. That is why we have: cut the basic rate of tax from 33p to 27p in the £, and increased the personal allowances (the starting point for paying tax) by 22 per cent more than inflation. If Labour's tax regime were still in force, the family man on average earnings would today be paying more than £500 per year in extra income tax: a headmaster married to a nurse would be paying more than £1,300 extra",8.0,0,,,
22,"The maximum limit on single charitable gifts qualifying for Income and Corporation Tax relief has been abolished. The new Charities legislation will ensure that charities are better managed and properly regulated. WE BELIEVE THIS WILL ENHANCE PUBLIC CONFIDENCE IN CHARITIES AND FURTHER BOOST CHARITABLE GIVING. The Government gives some £2,500 million a year to support the activities of the voluntary sector (including housing associations). Industry has been generous with its sponsorship and with technical support.",7.0,0,,,
23,"Between 1992 and 1995 housing associations provided 178,000 new lettings - 25,000 more than promised in the 1992 Manifesto. There are now around 10 million private shareholders, up from about 3 million at the time of the last Labour government. 2.5 MILLION PEOPLE NOW HAVE TAX FREE SAVINGS IN PEP ACCOUNTS, AND 4.5 MILLION IN TESSAS. Since 1979, the success of private pension provision has raised the average income of pensioners by 60% more than inflation. Almost 90% of recently retired pensioners now have incomes over and above state benefits.",7.0,0,,,
24,"The core public responsibilities of the Underground would be threatened. Labour plans a new public/private partnership to improve the Underground, safeguard its commitment to the public interest and guarantee value for money to taxpayers and passengers. ROAD TRANSPORT. A BALANCED TRANSPORT SYSTEM MUST CATER FOR ALL THE FAMILIAR MODES OF TRANSPORT: CARS - WHETHER OWNED, LEASED OR SHARED; taxis; buses;",7.0,0,,,
25,"The Second Stage. The next stage will be to implement our structural changes to the tax and benefit systems. We will replace income support and family credit by a new basic benefit for those in or out of work. BASIC BENEFIT ENTITLEMENT WILL BE GRADUALLY REDUCED AS INCOME RISES. Child benefit will be payable to all alike, whether they are in or out of work. We will introduce legislation to merge the tax and benefits systems, and employees' NICs with income tax at a high threshold.",3.0,0,,,
26,"The modern role for government - the case for a modern employment and skills policy - is to equip people to succeed, to be on their side, helping them become more skilled, adaptable and flexible for the job ahead rather than the old Tory way of walking away leaving people unaided to face change. Successful manufacturing industries are vital to our future prosperity. THE LABOUR GOVERNMENT BACKS MANUFACTURING: FROM LAUNCH INVESTMENT FOR AIRBUS A380 SUPER JUMBO TO THE SUCCESSFUL MANUFACTURING ADVISORY SERVICE HELPING 13,000 OF OUR SMALLER MANUFACTURING BUSINESSES IN ITS FIRST YEAR. In a third term we will continue to do so. Public procurement is a big opportunity for business in Britain and the source of many jobs.",2.0,0,,,
27,"We will extend the voluntary Job Release Scheme to men over 60 so that those who want to retire early vacate jobs for those who are currently unemployed. This could take as many as 160,000 people out of unemployment and into work. THE ANTI-POVERTY PROGRAMME. THE SPREAD OF POVERTY IN THE PAST EIGHT YEARS HAS STAINED THE WHOLE NATION, AND WIDENED MISERY AND DISADVANTAGE AMONGST OLD AND YOUNG. Much of it is the result of deliberate government policies. Millions of poor people endure it in despair.",2.0,0,,,
28,"We want the patient to have more information about services available from family doctors so that they can make a more informed choice. Social Security - a Fair Deal for Those in Need. We are spending about £46 billion this year on social security benefits over £800 a year for every man, woman and child in the country. EXPENDITURE ON PENSIONS AND OTHER BENEFITS HAS RISEN BY £13 BILLION ON TOP OF INFLATION, SINCE WE CAME INTO OFFICE. Most of this, an extra £9 billion, has gone to provide better standards of help and support to more elderly people, families with children, disabled people and those suffering long-term illness. The other £4 billion has gone to help the unemployed.",7.0,0,,,
29,"But we must drive inflation down so low that it no longer affects the decisions made by ordinary people, businesses and government. When inflation rises, so do bankruptcies. WHEN INFLATION FALLS, INDUSTRY CAN PLAN AGAIN FOR A PROFITABLE FUTURE. Inflation creates strife, as different groups in society struggle to restore their living standards. It destroys jobs.",8.0,0,,,
30,"Create a new Ministry of Science and Technology to promote a major increase in research and development. It will co-ordinate the activities and budgets of government departments involved in these areas and will encourage, in conjunction with industry and the scientific community, the full application of science to industrial processes and products. WE SHALL EXTEND SOCIAL OWNERSHIP BY A VARIETY OF MEANS, AS SET OUT IN LABOUR'S DETAILED PROPOSALS. In particular, we will set up British Enterprise, to take a socially owned stake in high-tech industries and other concerns where public funds are used to strengthen investment. Social ownership of basic utilities like gas and water is vital to ensure that every individual has access to their use and that the companies contribute to Britain's industrial recovery, for instance, by buying British.",2.0,0,,,
31,"Labour's policy for new rights and responsibilities means legislation to foster good industrial relations and democratic participation in industry and trade unions. We believe that the law should be used to enlarge, not diminish, the freedom of workers to control their environment. WE WILL: REPLACE TORY LEGISLATION THAT GIVES EMPLOYERS AND NON-UNIONISTS THE MEANS TO FRUSTRATE LEGITIMATE TRADE UNION ACTIVITY. New laws will strengthen the legal rights of representation, bargaining and trade unionism that are essential in a modern democracy. Improve the protection available against unfair dismissal.",2.0,0,,,
32,"Our aim is to ensure that anyone who is unemployed for more than six months has a choice of job experience or training. We will also help the people often left out of good training opportunities, including the disabled, women returning after caring for children, and those with special educational needs. EXPANDED CHILDCARE WILL HELP WOMEN RETURN TO WORK AND UNDERTAKE TRAINING. A critical task is to upgrade the skills of people in work. Training and Enterprise Councils will be retained, reformed and made more broadly representative of their local communities and given stable budgets.",3.0,0,,,
33,"and, reductions in public sector property costs. We will match Labour's spending plans for 2010/11 in health and overseas aid. GIVEN OUR COMMITMENT TO CARRY OUT A STRATEGIC DEFENCE AND SECURITY REVIEW, IT WOULD ALSO NOT BE APPROPRIATE TO MAKE IN-YEAR REDUCTIONS TO THE EXISTING DEFENCE BUDGET IN 2010/11. Savings in these protected areas will be channelled back into frontline services. The net £6 billion of savings will be made from the remaining departmental budgets.",8.0,0,,,
34,"By October 2005, families with children will be on average £1,400 a year better off as a result of our tax and benefit measures compared to 1997. Thanks to our reforms pensioner households are on average £1,500 a year better off, rising to £2,000 for the poorest third. MATERNITY LEAVE HAS INCREASED TO 26 WEEKS AND MATERNITY PAY HAS ALMOST DOUBLED. There are 1.2 million more older people in employment. The employment rate for people aged between 50 and pension age has increased by over five percentage points to 70 per cent.",6.0,0,,,
35,"We will compel banks to keep more capital and create 'living wills' so that should they fail there will be no danger of that failure spreading. Because the banking crisis demonstrated the global nature of financial instability, we will continue to work with our international partners to require all banks to hold more and better-quality capital, to ensure counter-cyclical protection, and to introduce a global levy on financial services so that banks across the world contribute fairly to the society in which they are based. IN THE UK THE NEW COUNCIL FOR FINANCIAL STABILITY WILL MONITOR AND HELP ADDRESS ASSET BUBBLES AND FINANCIAL IMBALANCES. We will give the FSA additional powers if necessary to constrain and quash executive remuneration where it is a source of risk and instability. If there is evidence of bonus rules being evaded, we will act.",3.0,0,,,
36,"For schools facing exceptional pressures, for example very high pupil turnover, we will provide additional support, including significant reductions in the size of teaching groups where appropriate. Teachers. Nothing in education is more important than having good teachers. WE HAVE MADE TEACHING A FAR MORE ATTRACTIVE CAREER, THROUGH BETTER PAY, BETTER INCENTIVES TO TRAIN INCLUDING TRAINING SALARIES AND LOAN WRITE-OFFS, MORE RECOGNITION AND IMPROVED SUPPORT. The General Teaching Council and National College for School Leadership are both now up and running. We want teaching to be a career of choice for the best graduates and attractive to people making career changes.",4.0,0,,,
37,"Labour will modernise Britain's schools. Over the next 22 months, additional resources of at least £600 million will be made available for investment in education. WE WILL THEN CONTINUE STEADILY TO INCREASE THE SHARE OF BRITAIN'S NATIONAL WEALTH INVESTED IN EDUCATION. We will offer nursery education to three and four year olds. By the end of the decade, all three and four year o1ds will have the opportunity of nursery education if their parents so wish. Within six months, every local education authority will have to set targets for steadily increasing nursery and childcare services.",2.0,0,,,
38,"We have to halt the decline in manufacturing industry, not only to generate jobs and increase our world trade share but to create the wealth to finance the rescue and expansion of education, health, housing and the social services. New Strength for Industry. For eight years British industry has been left to drift and decline Our oil revenues have been wasted and the City has concentrated upon short-term movements of capital at the expense of British manufacturing industry. THE HUGE CAPITAL OUTFLOW OF £110 BILLION SINCE 1979 IS RUINOUS EVIDENCE OF THE TORIES' LACK OF CONCERN FOR THE STRENGTH OF THE BRITISH ECONOMY. Labour is committed to rebuilding our industrial base. Our country must make the best use of computers and information technology to develop the modern means of making a living as the oil runs down and the pressures of technical change and international competition intensify.",3.0,0,,,
39,"End, by the year 2000, the scandal of people being forced to sleep rough on the streets. Revive Britain's sense of community. HOUSING. BOOM AND BUST HOUSE PRICES, A SHORTAGE OF DECENT HOMES AND POOR HOUSING HAVE WRECKED THE LIVES OF MILLIONS AND DAMAGED BRITAIN'S ECONOMY. We will: Build more houses. We will encourage partnerships between the public sector, the private sector and housing associations to build high quality homes to rent and buy.",3.0,0,,,
40,"What we began in 1979 is today common international practice. Stable Prices. Our greatest economic challenge on entering office was to defeat inflation. RAMPANT INFLATION UNDER THE LABOUR GOVERNMENT, WHEN MONEY LOST A QUARTER OF ITS VALUE IN A SINGLE YEAR, HAD REDUCED OUR ECONOMY TO THE SICK MAN OF EUROPE. Nothing erodes a country's competitive edge faster than inflation. Nothing so undermines personal thrift and independence as to see the value of a lifetime's savings eaten away in retirement through spiralling prices.",8.0,0,,,
41,"Save to invest is our approach, not tax and spend. The increase in taxes under the Conservatives is the most dramatic evidence of economic failure. SINCE 1992 THE TYPICAL FAMILY HAS PAID MORE THAN £2,000 IN EXTRA TAXES - THE BIGGEST TAX HIKE IN PEACETIME HISTORY, BREAKING EVERY PROMISE MADE BY JOHN MAJOR AT THE LAST ELECTION. The tragedy is that those hardest hit are least able to pay. That is why we strongly opposed the imposition of VAT on fuel: it was Labour that stopped the government from increasing VAT on fuel to 17.5 per cent.",8.0,0,,,
42,"and lastly reaching the final ten per cent using satellites and mobile broadband. Because we are determined that every family and business, not just some, should benefit, we will raise revenue to pay for this from a modest levy on fixed telephone lines. AND WE WILL CONTINUE TO WORK WITH BUSINESS, THE BBC AND OTHER BROADCASTING PROVIDERS TO INCREASE TAKE-UP OF BROADBAND AND TO ENSURE BRITAIN BECOMES A LEADING DIGITAL ECONOMY. Rebuilding our transport infrastructure. Britain needs to invest in modern, high-capacity and low-carbon transport infrastructure. At the heart of our growth plan is the commitment to a new high-speed rail line, linking North and South.",6.0,0,,,
43,"removed the monopoly on conveyancing of houses in England and Wales removed the opticians' monopoly, making it easier and cheaper to buy spectacles RELAXED ADVERTISING CONTROLS ON ACCOUNTANTS, SOLICITORS, STOCKBROKERS AND VETS, AND PERMITTED GREATER FEE COMPETITION FOR ARCHITECTS AND SURVEYORS increased competition on air routes within the UK and between certain European countries, which has resulted in cheaper fares, a more responsive service and greater choice of carriers for the passenger deregulated telecommunications, so that customers can now choose between suppliers when buying telephones and private exchanges, and business can choose between two alternative telecommunications networks",8.0,0,,,
44,We need to make it easier for people to provide for a prosperous retirement. But Labour have hit private and occupational pensions with higher taxes. AND MANY OF THE CURRENT GENERATION OF WORKING PEOPLE HAVE EXPECTATIONS OF THE PENSION THEY ARE LIKELY TO RECEIVE WHICH ARE UNFORTUNATELY WAY AHEAD OF THE LIKELY REALITY. The best way to achieve higher pensions in the future is by more genuine funding of pensions. We wish to enable young people to build up a funded alternative to the basic pension for the future.,8.0,0,,,
45,"Yet top rate taxpayers today provide a bigger share of our tax revenues than they did before. Lower taxes have encouraged more people to work harder - not to spend their time working out how to avoid penal taxes. DURING THE PAST 13 YEARS WE HAVE CUT, SIMPLIFIED OR ABOLISHED A WHOLE RANGE OF DIRECT TAXES. We have cut the basic rate of Income Tax from 33p to 25p, and the top rate from 83p to 40p. We have now announced a new starting Income Tax rate of 20p.",8.0,0,,,
46,"high taxation prevents them doing so. That is why we have: cut the basic rate of tax from 33p to 27p in the £, and increased the personal allowances (the starting point for paying tax) by 22 per cent more than inflation. IF LABOUR'S TAX REGIME WERE STILL IN FORCE, THE FAMILY MAN ON AVERAGE EARNINGS WOULD TODAY BE PAYING MORE THAN £500 PER YEAR IN EXTRA INCOME TAX: A HEADMASTER MARRIED TO A NURSE WOULD BE PAYING MORE THAN £1,300 EXTRA reduced sharply the absurd top rates of tax inherited from Labour which were causing so many of our most talented people to work abroad increased greatly the tax relief for charitable donations.",8.0,0,,,
47,"Here are a few examples from the programme for the next two years: The Audit Commission will be able to publish league tables of performance including each local council and health authority so that people can compare the quality of service. We will ensure that inspection reports are published and widely available. ALL COUNCILS WILL HAVE TO RESPOND IN PUBLIC TO CRITICISM FROM AUDITORS. We will introduce a new 'Charterline' that people with questions or problems with a public service will be able to ring. We will require British Rail to tighten its targets for reliability and punctuality on all lines, and report monthly to passengers on how it is doing.",7.0,0,,,
48,"Fourth, to reform the tangled web of income-related benefits which has grown up piecemeal over forty years. For the first time all the income-related benefits will be calculated in the same way. WHERE PEOPLE ARE WORKING, THE AMOUNT OF BENEFIT THEY GET WILL DEPEND ON THEIR PAY AFTER TAX AND NATIONAL INSURANCE CONTRIBUTIONS. Thus people will not be made worse off by taking a job and will not lose money when their gross pay rises. The new rules, which come into effect in April next year, will be easier for claimants to understand and staff to run.",6.0,0,,,
49,LONG-TERM UNEMPLOYED. We will establish a new premium under the income support scheme for the long-term unemployed without dependent children of £3.50 a week for a single person and £5 for a couple SOCIAL FUND. We will not place cash limits on the Social Fund and we will replace loans with grants. WE WILL ESTABLISH CLEAR CRITERIA OF ELIGIBILITY FOR SPECIAL PAYMENTS AND A RIGHT OF INDEPENDENT APPEAL AND WILL ENSURE THAT THE VERY POOR RECEIVE EXTRA MONEY TO COVER HEATING COSTS HOUSING BENEFIT. We will not impose a 20% rates charge on those with very low incomes as the Conservatives plan to do from April 1988. We will not implement the Conservatives' proposed cuts in the funding of Housing Benefit.,2.0,0,,,
50,"SCHOOL CHOICE: Widen choice and diversity in schools, with more freedom for schools to develop their own character, more specialist schools, and a grammar school in every town where parents want that choice. We will also maintain our nursery voucher scheme offering a choice of places for parents of all 4 year olds. WORLD CLASS HEALTH AND PUBLIC SERVICES. NHS FUNDING PLEDGE: CONTINUE, YEAR BY YEAR, TO INCREASE THE REAL RESOURCES COMMITTED TO THE NHS, SO NHS SPENDING WILL CONTINUE TO SHARE IN A GROWING ECONOMY. FAMILY DOCTORS: Enable all family doctors to provide a wider range of services in their surgeries and in practice-based cottage hospitals - offering faster and more local treatment. CITIZEN'S CHARTER: Continue to improve the standards and value for money of Britain's public services, giving those who use them more information and, where possible, wider choice.",8.0,0,,,
51,"These are the qualities of the British people at their best, and they are the guiding principles of the Liberal Democrats. This manifesto is built on these principles - principles that we believe must underpin the government of this country, but which are too often lacking in public life today. FREEDOM - BECAUSE LIBERAL DEMOCRATS BELIEVE THAT INDIVIDUALS SHOULD GOVERN THEIR OWN LIVES, FREE FROM UNNECESSARY INTERFERENCE BY GOVERNMENT OR SOCIETY. So we want to build a society which gives individual men and women opportunities to pursue their aims, develop their talents and shape their successes. A country where people are free to shape their future is stronger, wealthier, happier, and more fulfilled.",4.0,0,,,
52,"We will also support efficiently run social and private rented sectors offering quality and choice. The Conservatives' failure on housing has been twofold. THE TWO THIRDS OF FAMILIES WHO OWN THEIR HOMES HAVE SUFFERED A MASSIVE INCREASE IN INSECURITY OVER THE LAST DECADE, WITH RECORD MORTGAGE ARREARS, RECORD NEGATIVE EQUITY AND RECORD REPOSSESSIONS. And the Conservatives' lack of a housing strategy has led to the virtual abandonment of social housing, the growth of homelessness, and a failure to address fully leaseholder reform. All these are the Tory legacy.",4.0,0,,,
53,"We will introduce a balanced package of measures, including decommissioning and controls on fishing activity, to conserve fish and safeguard the future of the industry. RURAL JOBS AND SERVICES. Changes in agriculture and other traditional industries will affect employment opportunities in the countryside. WE WILL CONTINUE TO TARGET HELP THROUGH THE RURAL DEVELOPMENT COMMISSION, AND ASK THE RDC TO REVIEW THE RURAL DEVELOPMENT AREAS TO ENSURE THAT ITS EFFORTS ARE TARGETED ON THE AREAS OF MOST NEED. We are committed to developing tourism in ways which provide all-year-round jobs and bring benefit to less well-known parts of our countryside, without damaging the environment. We have recently published new planning policy guidance which makes it clear how the countryside can benefit from new businesses and jobs, if the location and design of development are handled with sensitivity.",3.0,0,,,
54,"And we will build 100 new hospital developments by 2010 and 500 one-stop primary care centres, with over 3,000 GP premises modernised by 2004. We are investing an extra £7 billion of capital investment into the health service. WE HAVE SAID THAT PRIVATE FINANCE INITIATIVE (PFI) SHOULD NOT BE DELIVERED AT THE EXPENSE OF THE PAY AND CONDITIONS OF THE STAFF EMPLOYED IN THESE SCHEMES. We will seek ways in which, within the framework of PFI management, support staff could remain part of the NHS team. Photo Caption: More flexible working hours for NHS staff.",3.0,0,,,
55,"Changing the system under which motorway service areas are provided. Encouraging action internationally, and within our own motor industry, to promote more fuel-efficient vehicles. AVIATION AND SHIPPING. MORE COMPETITION IN AVIATION MEANS MORE CHOICE, BETTER SERVICES AND LOWER FARES. That is why we have been pressing within the EC for full liberalisation of services. We also want to see more transatlantic flights, particularly to regional airports.",8.0,0,,,
56,"it should help some young families to be able to afford to become home owners for the first time. Home Income Plan. For many elderly people their only capital is their home and they do not have a regular income. ELDERLY HOME OWNERS ON LOW INCOMES, IN FACT, ARE BECOMING ONE OF THE MOST DEPRIVED SECTIONS OF THE COMMUNITY. The proportion in low standard homes is double that of the population as a whole and many others in good homes are short of spending money. To enable Britain's elderly home owners to live more comfortable, independent and happier lives we will introduce a tax-assisted Home Income Plan.",5.0,0,,,
57,"Eye tests for people who are 60 and over are now free. But there is a lot more to do. WE ARE COMMITTED TO INVESTMENT AND REFORM. With Labour, in just four years the NHS will have grown by a third. Spending on the health service is now rising by an average of over six per cent a year in real terms - the biggest sustained increase in its history and double that under the Conservatives.",3.0,0,,,
58,"Liberal Democrats will:Increase funding for books and equipment in schools over and above existing spending levels. We would provide an average of £1250 per primary school and £4250 per secondary school per year. SCHOOLS COULD CHOOSE TO SPEND THIS MONEY ON BOOKS INFORMATION COMMUNICATIONS TECHNOLOGY (ICT) SOFTWARE SUCH AS CD-ROMS. Increase funding for ICT and science equipment and purchase and maintenance, and ICT training for teachers within schools, over and above existing spending levels. Widening Choice, Cutting Bureaucracy. Under the Conservatives and Labour, schools have been deluged with bureaucracy absorbing far too much of teachers' time to the detriment of their pupils.",3.0,0,,,
59,"This will be achieved by public investment and by reducing employers' National Insurance contribution in targeted areas. Another 360,000 new jobs and training places will be created. THESE WILL PROVIDE NEW SKILLS FOR YOUNG PEOPLE AND ADULTS - WITH PROPER OPPORTUNITIES FOR WOMEN. A further 300,000 new jobs will improve the health and education services and the neglected community and caring services. The depleted customs services will be strengthened in the fight against drugs.",3.0,0,,,
